id,narrative,claim_type,severity,injury_reported,safety_critical,routing,notes
11763172,"As we were normally driving, the car lost power immediately with no warning sign. After the power is lost, brake does not function, electrical door button doesn't function, hazard light doesn't function. Car was able to scroll to a complete stop to the side of the road. The steering wheel is locked. Again, BRAKE DID NOT FUNCTION after the power is lost. No button works, no screen turns on, car is not able to turn to neutral. There was no collision prior and no warning prior. Tried to file a police report. But Officer [XXX], badge # XXX, refused due to there was no collision and no accident. INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",,,,,,
11749535,"What component or system failed or malfunctioned, and is it available for inspection upon request? - Car fire, originating under the hood. Unknown if vehicle is available for inspection. Last reported by Insurance company to be at IAA; [XXX]; PH#: [XXX]. How was your safety or the safety of others put at risk? - Car fire began while in the car after moving through an intersection with a stop light. Four of us in the car, ages raging from [XXX] old. Fire quickly spread; however, we were able to exit the car without injury. Has the problem been reproduced or confirmed by a dealer or independent service center? - NO, car was totaled and Subaru, NA Consumer Advocacy agent assigned claims that the vehicle is no longer available for inspection. Both insurance company (Travelers Auto) and Subaru, N.A. consumer advocacy group made aware of our concern as to why the vehicle caught fire. One or both demonstrated nonchalance of this concern. Were there any warning lamps, messages or other symptoms of the problem prior to the failure, and when did they first appear? - YES - Just prior to the start of the fire, the vehicle stalled and cut-off with CHECK ENGINE LIGHT. Also, we smelled an unusual exhaust at the time prior to, and at the time of the cut-off. This occurred at the intersection of where the car caught fire. INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",,,,,,
11679571,While driving at interstate speeds and turning left into a curve the steering wheel sticks and you have to forcibly pull it back to drive straight jerking the vehicle dangerously. Possibly a known steering rack issue.,,,,,,
11733110,"While driving the car began to smoke from under hood and engine stopped. Interior and under hood flooded with smoke and fire under hood. This was a major fire, fire company put it out. No repairs were made or needed on car since purchase October 2024.",,,,,,
11761830,"The contact owns a 2022 Kia Sorento. The contact stated that while driving at various speeds, the vehicle lost drive power. The vehicle was able to continue driving but at a reduced speed. Several unknown warning lights were illuminated. The contact pulled over and turned off the vehicle. The vehicle was restarted and resumed normal operation. The vehicle was taken to the dealer and a second dealer, Shawnee Mission Kia (7951 Shawnee Mission Pkwy, Mission, KS 66202), but the failure was not duplicated. The contact related the failure to NHTSA Campaign Number: 22V760000 (Power Train); however, the VIN was not included in the recall. The manufacturer was made aware of the failure. The failure mileage was approximately 21,067.",,,,,,
11732337,"The contact owns a 2019 Chevrolet Equinox. The contact stated that while reversing from a complete stop, the rearview camera and beeping sound were inoperable, causing the vehicle to crash into an electrical grid. The liftgate and the rear bumpers were damaged. There were no injuries sustained. The vehicle was drivable and was taken to the dealer, where the contact was informed that the VIN was not included in a related recall, and the vehicle was not covered under warranty due to the mileage and age. The vehicle was taken to Ronco's Autobody Tire & Wheel, where it was determined that the liftgate, the rear bumpers, and the cameras needed to be replaced. The manufacturer was notified of the failure and advised the contact that the vehicle would need to be repaired at the owner's expense. The vehicle was not yet repaired. The failure mileage was approximately 94,000.",,,,,,
11684534,"When I’m turning, the steering wheel gets sticky/stuck in place. Whenever it unlocks, it’s usually a very jerky movement:",,,,,,
11734332,"The contact owns a 2022 Hyundai Tucson. The contact stated that while maneuvering into a handicap parking space, the vehicle suddenly accelerated on its own while the brake pedal was depressed. The vehicle climbed over a concrete parking bollard and struck a handicap sign, resulting in unintended acceleration. The vehicle was damaged in the undercarriage. No air bags were deployed. No injuries were reported. Property damage was a handicap sign. The vehicle was occupied by 2; the driver and passenger. A police report was filed. The vehicle was taken to the dealer, but has not been diagnosed. The vehicle was not repaired. The manufacturer was notified of the failure. The failure mileage was 26,100.",,,,,,
11729230,"The sunroof shattered while I was driving. There were no other vehicles around me or on the street. I heard a loud bang and glass rained down on me. The glass is pitched upward like it exploded from the inside. There is no other damage to my car. I had no warning other than the loud bang. When I am not out, my car is in a garage it never sits outside.",,,,,,
11611595,"The contact owns a 2020 Dodge Charger. The contact received notification of NHTSA Campaign Number: 24V198000 (Air Bags); however, the part to do the recall repair was not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The dealer was made aware of the issue and confirmed that parts were not yet available. The manufacturer was made aware of the issue and confirmed that parts were not yet available. The contact had not experienced a failure. VIN tool confirms parts not available.",,,,,,
11732229,"I was reversing out of a residential driveway onto a county highway when the I had a complete loss of movement. Shortly after the total loss of power, the CEL illuminated. If I had been on the highway, the driveway is near a blind curve, I would've been sitting in the road with no way to move putting me in a dangerous situation. The transmission failed at right at the end of the driveway so I was able to put it in neutral and move the vehicle by hand. There were no symptoms or warning lights prior to the failure. I had it towed to the nearest dealership where they diagnosed a complete transmission failure and recommend a complete transmission replacement.",,,,,,
11704648,Panoramic window becomes not functional and stuck. Window remains open and sun glare becomes to immense at various times of the day blinding the driver.,,,,,,
11722251,"We were traveling across country from Michigan to Arizona. We were 50 miles outside Tucson, AZ on [XXX]. Traveling 80 mph in a 75 mph zone, in passing lane and felt like car exploded and all airbags deployed and we came to a quick stop. No major injuries to either of us. One vehicle incident, did not collide with anything or hit any debris. It was a clear day, road conditions good, no noises, lights etc. My husband was able to keep from rolling and we came to a stop with many semi's etc flying by, very scary. When we were able to safely get out and call 911, there was significant drivers side front end damage around tire area and inside near axle. Looked like something broke inside car, sheered off bottom of tire. Police arrived and had to push vehicle on to shoulder of road. He assessed scene and thought it had to be a mechanicla failure as there was no other vehicle or debris on site. We did contact our insurance company and subsequently it was totaled. We also have Toyota investigating what the cause was if it was a faulty part or mechanical failure. We have not heard back but did receive the ""recording of time of crash"". I have a short video of damage but I'm unable to attach it. INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",,,,,,
11757148,"My 2021 Tesla Model 3 with approximately 70,000 miles developed front suspension problems. It began with squeaking, creaking and groaning, similar to a rusty playground swing, especially while turning or when the suspension moved. The noise was worse in hot weather and progressively became extremely loud and constant during normal driving. I also began hearing intermittent knocking/""bonking"" or clunking. I could even hear the suspension when the vehicle compressed as I sat in the driver's seat. There were no warning lights or messages. Tesla inspected the vehicle and diagnosed both front lower lateral links and both front lower compliance links as needing replacement, along with an alignment. Tesla estimated approximately $1,960. CPR EV Repair replaced the diagnosed lower suspension components. After removal, the bushings showed significant visible deterioration, including cracked, torn and separated rubber around the inner sleeves. CPR EV also advised that the front upper control arms were worn and would need replacement. I was concerned for my safety because failure or separation of a deteriorated front suspension component while driving could affect steering or vehicle stability and potentially cause loss of control. Although I did not experience a complete separation or crash, the rapidly worsening and eventually constant symptoms made me concerned about continuing to drive. I have Tesla's estimate, CPR EV documentation and photographs of the deteriorated components after removal.",,,,,,
11730454,"Went to turn left at barely 5mph and steering locked up with my front wheels pushed outside of wheel well (driver wheel, passenger is facing in), causing a collision. Steering wheel won’t turn at all now.",,,,,,
11728650,"The contact is an attorney concerned about a crash involving a 2022 Toyota Rav4. The attorney stated that the vehicle had a comma.ai device installed on the vehicle. The attorney stated that while 2 couples were occupying the vehicle and driving at night on an expressway, there was a police vehicle on the side of the road responding to a separate vehicle crash. The driver of the vehicle may have been asleep, along with the front passenger, while relying on the comma.ai device to operate the vehicle. The vehicle failed to engage the brakes in order to avoid crashing into the police vehicle, and as a result, the Toyota Rav4 crashed into the rear of the police vehicle. The vehicle speed was unknown at the time of the crash. The owner of the vehicle rear-ended a Louisiana state trooper. Air bags deployed in the front and on both sides of the vehicle. The vehicle was towed to a tow yard and then to a Progressive Insurance lot. No warning lights were noticed. All occupants were wearing seat belts. The driver of the vehicle sustained concussion injuries, and the front passenger occupant sustained arm and leg injuries. The two rear occupants succumbed to their injuries at the hospital. No other injuries were reported as the police officer was not occupying the vehicle during the impact. The comma.ai device failed to avoid the f vehicle in front. The manufacturer was not notified of the failure. The failure mileage was unknown.",,,,,,
11712831,"How are you? The problem with our Hyundai involves the engine and engine control system. My vehicle is equipped with the same 2.0-liter Nu GDI engine that Hyundai recalled in other 2021 and 2022 vehicles for engine stalling, internal engine damage, and fire risk. Although my VIN is not currently listed, the engine itself is identical to the recalled engines and is available for inspection. Since early ownership, the vehicle has repeatedly hesitated, surged, and jumped when accelerating from a stop, especially at stoplights and intersections. This unpredictable behavior creates a clear safety risk because the vehicle does not respond consistently in traffic and increases the risk of a collision. These issues are ongoing and reproducible under normal driving conditions. The symptoms have occurred many times and were not isolated events. The vehicle has been presented for service and the issues described. No misuse or maintenance-related cause has been identified. Prior to and during these events, the vehicle has shown reduced power, inconsistent throttle response, and hesitation. At times, warning lights and engine behavior consistent with internal engine distress have appeared. These symptoms match those described by Hyundai, Consumer Reports, and NHTSA in recalls involving this same engine. Hyundai has already acknowledged that this engine defect can lead to stalling, seizure, oil leaks, and fire, and that warning systems may not fully detect the problem until damage has already begun. Because my vehicle uses the same recalled engine and exhibits the same failure characteristics, I believe it should be reviewed as part of a recall expansion or defect investigation.",,,,,,
11667015,The vehicle was sold under deceptive business practices. I inspected the vehicle and seen the tire (side wall) was badly damaged and the vehicle did not even run as mentioned in the description. The safety was in jeopardy and the seller made false claims for me to believe the vehicle was safe and ready to drive.,,,,,,
11695190,2020 Nissan Altima involved in a 3 car collision. Altima was rear ended by a vehicle travelling approximately 50 MPH and forced Altima to rear end the vehicle in front of it. Vehicle is a total loss. No air bags deployed.,,,,,,
11738008,"The contact owns a 2021 Nissan Rogue. The contact stated she was involved in a crash, stated she was going 30 MPH, when suddenly a parked vehicle back out and T-boned the right side of the straight down the middle almost causing the vehicle to flip over. The vehicle rolled a bit forward after the Collison. The air bags did not deploy. The vehicle was drivable although damage was moderate. No warning light's were illuminated. A police report was filed. Three passengers were injured, The driver, The front passenger, and the back passenger. The driver sustained injures to the neck and shoulders, complains of sourness on her back, The front passenger sustained a injury on his right shoulder, and the back passenger sustained a injury on the right side of her ear and head. Medical treatment was provided for all injured parties. The dealer was not notified of the failure. The vehicle was not repaired. The manufacturer was not notified of the failure. The failure mileage was 101,000.",,,,,,
11750627,"Component: Lane Support System — Emergency Lane Keeping (ELK) Part of standard Autopilot safety suite (not FSD) activated without valid lane detection data and pushed the vehicle into the oncoming lane of traffic on Ohio State Route [XXX]. The system then aborted mid-intervention (LSS_STATE_ABORT), leaving the driver in the oncoming lane. The resulting head-on collision killed both drivers — the [XXX] Tesla driver and the driver of the oncoming vehicle. Two people died because of this ELK malfunction. Tesla's own telematics data confirms the following sequence: 5At 23:51:17.420 UTC, the Lane Support System activated Emergency Lane Keeping (LSS_STATE_ELK). 6At 23:51:17.652 UTC (232 milliseconds after activation), the system logged ALC_UNAVAILABLE_NO_LANES — confirming it had no valid lane detection data during the intervention. 7At 23:51:17.755 UTC (335 milliseconds after activation), the system logged LSS_STATE_ABORT — the system cancelled itself mid-intervention. 8During the 335-millisecond intervention, the vehicle's steering angle reached -16.79 degrees leftward and lateral acceleration measured +1.200 m/s² leftward — both confirming the vehicle was pushed into the oncoming lane. 9The driver responded with the largest steering torque (-5.08 Nm rightward) and largest rightward steering angle (+19.50 degrees) recorded in the entire telematics file — confirming he was actively attempting to recover. 10 The head-on collision killed both him and the driver of the oncoming vehicle. We requested additional telematics data from Tesla through the Tesla app. A forensic expert has examined the vehicle's ECU motherboard— missing critical fields including continuous yaw rate, high-resolution steering data, ELK steering commands, and lane detection confidence scores. A subsequent request for additional data produced an error message and Tesla has not provided further data. This crash is the exact behavior under PE25012. INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",,,,,,
11758565,"The contact owns a 2020 Ford Explorer. The contact stated that while driving at an undisclosed speed on a six-hour trip, the low tire message was displayed, and the tire quickly deflated. The contact slowed down and pulled into a service center and inflated the tire. The vehicle was then driven without failure. While pulling into a parking lot, the driver's side rear wheel detached from the vehicle. The previous tire lug nut had been factored out for installation at a tire center. The towing company became aware that all five bolts had sheared off, and some of the bolts were in the parking lot. The vehicle was inspected by the local dealer, and it was determined that the rear passenger’s side wheel was missing lug nuts as well. The contact stated that three of the five lug nuts had sheared off. The failure recurred. The manufacturer was not contacted. The failure mileage was approximately 57,065.",,,,,,
11753392,"Car back end noise. Back end raised with front end down. Car had no cushion when going over small bumps in road. Handling and steering was not normal at speed above 35. Service suspension immediately displayed. Car is 2022 with 17,302 miles. Car is at dealer now. They want lots of money to repair suspension",,,,,,
11707751,"engine hesitates on startup and doesn't turnover. plenty of power, battery is fine. other models have been recalled, but for some reason, this model is not included. please extend this recall to include more models as the problem exists in other 2020 models not on the current recall list.",,,,,,
11697021,"A fire started under the hood of my car while I was driving. There were no warning lights on in my car and the temperature gauge was in the middle where it usually is. Earlier in the day, I smelled gas, but I thought it was a different car as the smell of gas went away after a car that had a lot of exhaust coming out was no longer in sight.",,,,,,
11684347,I’ve received notice that my car is subject to engine failure. I’m afraid to drive it and I need this issue fixed ASAP. What should I do?,,,,,,
11705394,"The contact owned a 2019 Chevrolet Equinox. The contact stated that while driving at 25 MPH, when the vehicle in front stopped suddenly, the contact depressed the brake pedal, and the vehicle failed to respond as intended. The vehicle slowed down; however, it did not stop. The contact depressed the brake pedal twice, and the vehicle failed to respond and rear-ended the vehicle in front, where it came to a stop. The contact was unsure whether there was a warning light illuminated. All the air bags were deployed. A police report was filed. The contact sustained minor injuries that did not require medical attention. The vehicle was towed to an unknown location. The insurance company was notified, and the vehicle was declared a total loss. The contact related the failure to NHTSA Campaign Number: 19V704000 (SERVICE BRAKES, HYDRAULIC). However, the VIN was not included. The manufacturer was not notified of the failure. The failure mileage was unknown.",,,,,,
11492356,I was stopped in break down lane and a ford f150 going about 60mph slammed into the back of me and spun my charger into a jersey barrier. Not 1 airbag deployed. If it had deployed it could have prevented my fiancé from splitting his head open on impact,,,,,,
11751416,Children helping to unload groceries from trunk. 2 different kids have burnt their legs on exhaust pipe while leaning into car to reach.,,,,,,
11598893,"Over the past 4 months, this car's safety sensors have randomly activated on 4 different occasions. The car will suddenly brake when this occurs, which puts me and the other drivers around me at risk of crashing. Each time, I've taken it to a Hyundai dealership for repairs. They always claim they can't recreate the issue and don't fix anything. I've provided the dealer with pictures and videos of the warning lights on my dashboard. It doesn't seem to help them diagnose the problem.",,,,,,
11757115,"On August 14, 2026, the power liftgate on my 2020 Forde Explorer unexpectedly began closing while I was loading my dog into a kennel in the rear cargo area. I did not press the liftgate close button and no one else activated a liftgate control. My key fob was inside my purse on the front seat of the vehicle. The liftgate came down while I was underneath it and struck me directly on the head. The impact knocked me to the ground. I saw stars and was confused immediately afterward and sustained a scalp laceration with significant bleeding. I did not lose consciousness and did not require stitches. One person directly witnessed the incident and was also struck by the closing liftgate. Because the liftgate struck my head first, its force was reduced before it contacted the other person, who was not injured. Other people arrived immediately afterward and can confirm my condition following the impact and that the key was in my purse on the front seat. This was not the first time this has happened. It has occurred on multiple occasions while loading without intentionally activating. I have been hit in the head before but not enough to cause bleeding. The incident occurred Friday evening on 8/14/2026. Vehicle has not yet been inspected because the service department is closed for the weekend. I plan to contact Ford once open on Monday. I am reporting this because I am concerned there may be a defect involving unintended activation of the power/hands-free liftgate and/or its safety obstacle-detection system. The unexpected closure has now caused an injury and also struck a second person.",,,,,,
11685051,The tires have lost tire pressure very often. The tires have gotten completely flat 2 times already and I’ve had to call my insurance. The tires are only 6 months old and have been flat 2nd already. 225/55R19 99V BSW ALL-SEASON TIRE,,,,,,
11698731,"The Airbag recall on select Toyota Camry. The manufacturer of the airbags in Japan are said to be defective. I have not received new sensors that are on back order. Seatbelt sensors continue to go off, unless they are clicked in all seats. I already had the car fixed twice, they won’t lean to fix the car again. It’s all political financially. The onboard Safety SOS may also be defective in these models.",,,,,,
11716690,"Hesitant and sluggish acceleration caused check engine light and activated limp mode. Code P0087 - fuel rail/system pressure too low. My VIN isn’t included on the major fuel pump recall, but I’m experiencing issue and being told it’s going to cost thousands to repair.",,,,,,
11746195,"The contact owns a 2021 Tesla Model 3. The contact stated that while the vehicle was set to Self-Driving Mode, the vehicle suddenly stopped abruptly without the brake pedal depressed. The contact depressed the accelerator pedal immediately to continue driving. The vehicle was taken to the dealer three times. The dealer reset the mirrors and sensors; however, the failure persisted. The vehicle had not been repaired. The dealer suggested that the contact purchase another vehicle. The manufacturer was not made aware of the failure. The failure mileage was unknown.",,,,,,
11735973,"I was leaving for work, backing out of the driveway, and the brakes just locked up out of no where. I’ve done this multiple times and the brakes have never done this. I tried pulling up and trying again, turning the car off and back on, and backing a different way out of the driveway. It kept locking up on me and nothing was in the way. My husband had to eventually take me to work. The automatic braking system failed. I’m not sure if it is available for inspection upon request. At the time, my safety or anyone else’s safety was not at risk. I just worry about if it happens while I’m driving on the road. That could defiantly not only put me at risk but also other drivers. No the problem has not been reproduced or confirmed by a dealer. It just happened this morning. The vehicle has not been inspected. No warning lamps. It did pop up the car with the 3 blocks in front of it on the screen like I’ve seen before, prior to failure, but not the warning about the automatic braking system.",,,,,,
11632476,"The contact owns a 2021 Volkswagen Jetta. The contact stated that while driving at an undisclosed speed with adaptive cruise control on, the vehicle inadvertently applied the brakes completely bringing the vehicle to a complete stop in the middle of the roadway, after which the vehicle then shifted into the parked position. The contact also stated, that later while driving at an undisclosed speed, the vehicle suddenly steered itself to the left towards oncoming traffic before the contact was able to regain control of the vehicle. No warning lights were illuminated. The vehicle was taken to the dealer, who was unable to duplicate the failure. The contact was informed that the manufacturer was aware of possible issues with AI driving. The vehicle was not repaired. The manufacturer was notified of the failure but provided no assistance. The failure mileage was not available.",,,,,,
11710558,"I am reporting a serious safety defect regarding my 2022 Kia Sorento Hybrid (Mileage: 91,661). The vehicle was diagnosed with an internal short in the EGR (Exhaust Gas Recirculation) Control Unit (Error codes P0404, P049D). Upon inspection, significant engine oil intrusion was found inside the EGR unit. The EGR system is designed to handle exhaust gases only; the presence of liquid engine oil indicates a critical failure in the powertrain system (likely the PCV system or turbocharger seals) which is forcing oil into the intake/exhaust tract. Safety Risk: This defect causes the EGR system to short-circuit, which can lead to unpredictable engine performance, reduced power, or sudden engine stalling while driving. Any sudden loss of power on a highway poses a severe risk of a rear-end collision. Furthermore, oil intrusion into electrical components increases the risk of thermal incidents or localized fires within the engine bay. Despite the vehicle being within the 10-year/100,000-mile Powertrain Warranty, the dealership (Suntrup Kia South) is refusing coverage, claiming the EGR is not a powertrain component, while ignoring the fact that a powertrain failure (oil bypass) is the root cause of the damage. I request NHTSA to investigate this ""oil intrusion into EGR"" issue as it appears to be a systemic defect in Kia’s hybrid powertrain that compromises vehicle safety.",,,,,,
11735029,4/8/26 I took my car to a Nissan dealership for low coolant issues. I agreed to pay a 225 diagnostic fee. Nissan held my vehicle for 2 days eventually giving me the car back stating nothing was wrong. The car was returned to me in worse condition than before with white smoke and starting was rough. I called them to inform them as well as making a new appointment. They did a 2nd diagnosis allegedly. Now I need an entire engine and they have active recalls for the same year model for the exact same issues but won’t consider my car to be part of the recall. They allowed me to continue to drive my vehicle when it obviously needed repairs. Nissan is accepting zero responsibility! I need assistance.,,,,,,
11737355,"Please see attached complaint letter. Overall, this is related to the 2022 Toyota RAV4 Hybrid electronic hybrid system. This issue related to campaign 25TD01. The issue can cause the car to not start at any time because of the vehicle's start/stop hybrid system. If this happens in traffic, you could cause a safety issue that could lead to an accident and possibly fatalities.",,,,,,
